DrugName	DrugID_ChEMBL	DrugID_DrugBank	DrugID_SMILES	DrugID_PC
cortistatin-14	chembl2448526	NA	c[c@h]([c@h]1c(=o)n[c@@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n[c@@h](cssc[c@@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n[c@@h](c(=o)n1)ccccn)cc2=cnc3=cc=cc=c32)cc4=cc=cc=c4)cc5=cc=cc=c5)cc(=o)n)ccccn)nc(=o)[c@@h]6cccn6)c(=o)n[c@@h](ccccn)c(=o)o)co)co)cc7=cc=cc=c7)o	44565227
cp-459632	chembl3545300	NA	NA	NA
crenolanib	chembl2105728	db11832	cc1(coc1)coc2=cc3=c(c=c2)n(c=n3)c4=nc5=c(c=cc=c5n6ccc(cc6)n)c=c4	10366136
crisaborole	chembl484785	db05219	b1(c2=c(co1)c=c(c=c2)oc3=cc=c(c=c3)c#n)o	44591583
crolibulin	chembl2103852	db12925	coc1=c(c(=cc(=c1)[c@@h]2c3=c(c(=c(c=c3)n)n)oc(=c2c#n)n)br)oc	23649181
cudc-101	chembl598797	db12174	coc1=c(c=c2c(=c1)n=cn=c2nc3=cc=cc(=c3)c#c)occccccc(=o)no	24756910
cudc-907	chembl3545052	db11891	NA	54575456
curcumin	chembl116438	db11672	coc1=c(c=cc(=c1)/c=c/c(=c/c(=o)/c=c/c2=cc(=c(c=c2)o)oc)/o)o	969516
cyclopentolate	chembl1201338	db00979	cn(c)ccoc(=o)c(c1=cc=cc=c1)c2(cccc2)o	2905
cyclophosphamide	chembl88	db00531	c1cnp(=o)(oc1)n(cccl)cccl	2907
cyclothiazide	chembl61593	db00606	c1c2cc(c1c=c2)c3nc4=cc(=c(c=c4s(=o)(=o)n3)s(=o)(=o)n)cl	2910
cytarabine	chembl803	db00987	c1=cn(c(=o)n=c1n)[c@h]2[c@h]([c@@h]([c@h](o2)co)o)o	6253
dabrafenib mesylate	chembl2105729	db08912	cc(c)(c)c1=nc(=c(s1)c2=nc(=nc=c2)n)c3=c(c(=cc=c3)ns(=o)(=o)c4=c(c=cc=c4f)f)f.cs(=o)(=o)o	44516822
dacarbazine	chembl476	db00851	cn(c)n/n=c\1/c(=nc=n1)c(=o)n	5351166
dacinostat	chembl356066	NA	c1=cc=c2c(=c1)c(=cn2)ccn(cco)cc3=cc=c(c=c3)/c=c/c(=o)no	6445533
dacomitinib	chembl2110732	db11963	coc1=c(c=c2c(=c1)n=cn=c2nc3=cc(=c(c=c3)f)cl)nc(=o)/c=c/cn4ccccc4	11511120
dactinomycin	chembl1554	db00970	c[c@@h]1[c@@h](c(=o)n[c@@h](c(=o)n2ccc[c@h]2c(=o)n(cc(=o)n([c@h](c(=o)o1)c(c)c)c)c)c(c)c)nc(=o)c3=c4c(=c(c=c3)c)oc5=c(c(=o)c(=c(c5=n4)c(=o)n[c@h]6[c@h](oc(=o)[c@@h](n(c(=o)cn(c(=o)[c@@h]7cccn7c(=o)[c@h](nc6=o)c(c)c)c)c)c(c)c)c)n)c	457193
dactolisib	chembl1879463	db11651	cc(c)(c#n)c1=cc=c(c=c1)n2c3=c4c=c(c=cc4=nc=c3n(c2=o)c)c5=cc6=cc=cc=c6n=c5	11977753
daidzein	chembl8145	NA	c1=cc(=cc=c1c2=coc3=c(c2=o)c=cc(=c3)o)o	5281708
danusertib	chembl402548	db11778	cn1ccn(cc1)c2=cc=c(c=c2)c(=o)nc3=nnc4=c3cn(c4)c(=o)[c@@h](c5=cc=cc=c5)oc	11442891
darotropium bromide	chembl2103803	NA	c[n+]1([c@@h]2cc[c@h]1cc(c2)cc(c#n)(c3=cc=cc=c3)c4=cc=cc=c4)c.[br-]	46174144
dasolampanel	chembl2103869	NA	c1c[c@h]2cn[c@@h](c[c@h]2c[c@h]1oc3=c(c(=cc=c3)cl)c4=nnn=n4)c(=o)o	51049972
daunorubicin	chembl178	db00694	c[c@h]1[c@h]([c@h](c[c@@h](o1)o[c@h]2c[c@@](cc3=c(c4=c(c(=c23)o)c(=o)c5=c(c4=o)c=cc=c5oc)o)(c(=o)c)o)n)o	30323
davunetide	chembl2103826	db12613	cc[c@h](c)[c@@h](c(=o)n1ccc[c@h]1c(=o)n[c@@h](ccc(=o)n)c(=o)o)nc(=o)[c@h](co)nc(=o)[c@h](c(c)c)nc(=o)[c@@h]2cccn2c(=o)[c@h](c)nc(=o)[c@h](cc(=o)n)n	9832404
debrisoquin	chembl169901	db04840	c1cn(cc2=cc=cc=c21)c(=n)n	2966
decitabine	chembl1201129	db01262	c1[c@@h]([c@h](o[c@h]1n2c=nc(=nc2=o)n)co)o	451668
deferoxamine	chembl556	db00746	cc(=o)n(cccccnc(=o)ccc(=o)n(cccccnc(=o)ccc(=o)n(cccccn)o)o)o	2973
delucemine	chembl2110814	NA	cnccc(c1=cc(=cc=c1)f)c2=cc(=cc=c2)f	156421
denileukin diftitox	chembl1201550	db00004	NA	NA
deserpidine	chembl1200515	db01089	co[c@h]1[c@@h](c[c@@h]2cn3ccc4=c([c@h]3c[c@@h]2[c@@h]1c(=o)oc)nc5=cc=cc=c45)oc(=o)c6=cc(=c(c(=c6)oc)oc)oc	8550
desvenlafaxine	chembl1118	db06700	cn(c)cc(c1=cc=c(c=c1)o)c2(ccccc2)o	125017
dexamethasone	chembl384467	db01234	c[c@@h]1c[c@h]2[c@@h]3ccc4=cc(=o)c=c[c@@]4([c@]3([c@h](c[c@@]2([c@]1(c(=o)co)o)c)o)f)c	5743
dextran sulfate sodium	chembl2108952	NA	NA	NA
di17e6	chembl2109621	db12775	NA	NA
dicumarol	chembl1466	db00266	c1=cc=c2c(=c1)c(=c(c(=o)o2)cc3=c(c4=cc=cc=c4oc3=o)o)o	54676038
didanosine	chembl1460	db00900	c1c[c@@h](o[c@@h]1co)n2c=nc3=c2nc=nc3=o	50599
diethylstilbestrol	chembl411	db00255	cc/c(=c(/cc)\c1=cc=c(c=c1)o)/c2=cc=c(c=c2)o	448537
digitoxin	chembl254219	db01396	c[c@@h]1[c@h]([c@h](c[c@@h](o1)o[c@@h]2[c@h](o[c@h](c[c@@h]2o)o[c@@h]3[c@h](o[c@h](c[c@@h]3o)o[c@h]4cc[c@]5([c@@h](c4)cc[c@@h]6[c@@h]5cc[c@]7([c@@]6(cc[c@@h]7c8=cc(=o)oc8)o)c)c)c)c)o)o	441207
dihydroergotamine	chembl1732	db00320	c[c@@]1(c(=o)n2[c@h](c(=o)n3ccc[c@h]3[c@@]2(o1)o)cc4=cc=cc=c4)nc(=o)[c@@h]5c[c@h]6[c@@h](cc7=cnc8=cc=cc6=c78)n(c5)c	10531
dimethyl sulfoxide	chembl504	db01093	cs(=o)c	679
dinaciclib	chembl2103840	db12021	ccc1=c2n=c(c=c(n2n=c1)ncc3=c[n+](=cc=c3)[o-])n4cccc[c@h]4cco	46926350
dinoprost	chembl815	db12789	ccccc[c@@h](/c=c/[c@h]1[c@@h](c[c@@h]([c@@h]1c/c=c\cccc(=o)o)o)o)o	5280363
diphenidol	chembl936	db01231	c1ccn(cc1)cccc(c2=cc=cc=c2)(c3=cc=cc=c3)o	3055
dipivefrin hydrochloride	chembl1200833	db00449	cc(c)(c)c(=o)oc1=c(c=c(c=c1)c(cnc)o)oc(=o)c(c)(c)c.cl	71486
disopyramide phosphate	chembl1201020	db00280	cc(c)n(ccc(c1=cc=cc=c1)(c2=cc=cc=n2)c(=o)n)c(c)c.op(=o)(o)o	30928
disulfiram	chembl964	db00822	ccn(cc)c(=s)ssc(=s)n(cc)cc	3117
ditiocarb	chembl961	db02520	ccn(cc)c(=s)s	8987
docetaxel hydrate	chembl3545252	db01248	cc1=c2[c@h](c(=o)[c@@]3([c@h](c[c@@h]4[c@]([c@h]3[c@@h]([c@@](c2(c)c)(c[c@@h]1oc(=o)[c@@h]([c@h](c5=cc=cc=c5)nc(=o)oc(c)(c)c)o)o)oc(=o)c6=cc=cc=c6)(co4)oc(=o)c)o)c)o.o.o.o	148123
dofetilide	chembl473	db00204	cn(ccc1=cc=c(c=c1)ns(=o)(=o)c)ccoc2=cc=c(c=c2)ns(=o)(=o)c	71329
dolasetron	chembl2368924	db00757	c1[c@@h]2cc(c[c@h]3n2cc(=o)c1c3)oc(=o)c4=cnc5=cc=cc=c54	6918119
donitriptan	chembl1742428	NA	c1cn(ccn1c2=cc=c(c=c2)c#n)c(=o)coc3=cc4=c(c=c3)nc=c4ccn	197706
doramapimod	chembl103667	db03044	cc1=cc=c(c=c1)n2c(=cc(=n2)c(c)(c)c)nc(=o)nc3=cc=c(c4=cc=cc=c43)occn5ccocc5	156422
dorsomorphin	chembl478629	db08597	c1ccn(cc1)ccoc2=cc=c(c=c2)c3=cn4c(=c(c=n4)c5=cc=nc=c5)n=c3	11524144
dorzolamide	chembl218490	db00869	ccn[c@h]1c[c@@h](s(=o)(=o)c2=c1c=c(s2)s(=o)(=o)n)c	5284549
dothiepin (chembl1492500)	chembl1492500	db09167	cn(c)cc/c=c/1\c2=cc=cc=c2csc3=cc=cc=c31	5284550
dovitinib	chembl522892	db05928	cn1ccn(cc1)c2=cc3=c(c=c2)n/c(=c\4/c(=c5c(=nc4=o)c=cc=c5f)n)/n3	9977819
doxacurium chloride	chembl1237099	db01135	c[n+]1(ccc2=cc(=c(c(=c2c1cc3=cc(=c(c(=c3)oc)oc)oc)oc)oc)oc)cccoc(=o)ccc(=o)occc[n+]4(ccc5=cc(=c(c(=c5c4cc6=cc(=c(c(=c6)oc)oc)oc)oc)oc)oc)c.[cl-].[cl-]	60168
doxorubicin	chembl53463	db00997	c[c@h]1[c@h]([c@h](c[c@@h](o1)o[c@h]2c[c@@](cc3=c(c4=c(c(=c23)o)c(=o)c5=c(c4=o)c=cc=c5oc)o)(c(=o)co)o)n)o	31703
doxycycline	chembl1433	db00254	c[c@@h]1[c@h]2[c@@h]([c@h]3[c@@h](c(=o)c(=c([c@]3(c(=o)c2=c(c4=c1c=cc=c4o)o)o)o)c(=o)n)n(c)c)o	54671203
droloxifene	chembl487	NA	cc/c(=c(/c1=cc=c(c=c1)occn(c)c)\c2=cc(=cc=c2)o)/c3=cc=cc=c3	3033767
dronedarone hydrochloride	chembl1201729	db04855	ccccc1=c(c2=c(o1)c=cc(=c2)ns(=o)(=o)c)c(=o)c3=cc=c(c=c3)occcn(cccc)cccc.cl	219025
droperidol	chembl1108	db00450	c1cn(cc=c1n2c3=cc=cc=c3nc2=o)cccc(=o)c4=cc=c(c=c4)f	3168
ds-7423	chembl3545248	NA	NA	NA
duloxetine	chembl1175	db00476	cncc[c@@h](c1=cc=cs1)oc2=cc=cc3=cc=cc=c32	60835
durvalumab	chembl3301587	db11714	NA	NA
duvelisib	chembl3039502	db11952	c[c@@h](c1=cc2=c(c(=cc=c2)cl)c(=o)n1c3=cc=cc=c3)nc4=nc=nc5=c4nc=n5	50905713
dyclonine hydrochloride	chembl1200478	db00645	ccccoc1=cc=c(c=c1)c(=o)ccn2ccccc2.cl	68304
e-6201	chembl1097999	db11687	ccnc1=cc(=c2c(=c1)/c=c/c[c@@h]([c@@h](c(=o)/c=c\[c@h]([c@@h](oc2=o)c)c)o)o)o	10172827
edaravone	chembl290916	db12243	cc1=nn(c(=o)c1)c2=cc=cc=c2	4021
edrophonium	chembl1104	db01010	cc[n+](c)(c)c1=cc(=cc=c1)o	3202
elpetrigine	chembl29919	NA	c1=c(c=c(c(=c1cl)cl)c2=nc=c(n=c2n)n)cl	9926001
emricasan	chembl197672	db05408	c[c@@h](c(=o)n[c@@h](cc(=o)o)c(=o)coc1=c(c(=cc(=c1f)f)f)f)nc(=o)c(=o)nc2=cc=cc=c2c(c)(c)c	12000240
enalapril	chembl578	db00584	ccoc(=o)[c@h](ccc1=cc=cc=c1)n[c@@h](c)c(=o)n2ccc[c@h]2c(=o)o	5388962
encorafenib	chembl3301612	db11718	c[c@@h](cnc1=nc=cc(=n1)c2=cn(n=c2c3=cc(=cc(=c3f)ns(=o)(=o)c)cl)c(c)c)nc(=o)oc	50922675
enmd-2076	chembl482968	NA	cc1=cc(=nn1)nc2=nc(=nc(=c2)n3ccn(cc3)c)/c=c/c4=cc=cc=c4	16041424
enmd-981693	chembl52885	NA	cn1c=c(c2=cc=cc=c21)c3=c(c(=o)nc3=o)c4=cn(c5=c4c=cc(=c5)[n+](=o)[o-])c	5327686
enoxaparin	chembl1201685	db01225	NA	772
entinostat	chembl27759	db11841	c1=cc=c(c(=c1)n)nc(=o)c2=cc=c(c=c2)cnc(=o)occ3=cn=cc=c3	4261
entrectinib	chembl1983268	db11986	cn1ccn(cc1)c2=cc(=c(c=c2)c(=o)nc3=nnc4=c3c=c(c=c4)cc5=cc(=cc(=c5)f)f)nc6ccocc6	25141092
enzastaurin	chembl300138	NA	cn1c=c(c2=cc=cc=c21)c3=c(c(=o)nc3=o)c4=cn(c5=cc=cc=c54)c6ccn(cc6)cc7=cc=cc=n7	176167
epigalocatechin gallate	chembl297453	db12116	c1[c@h]([c@h](oc2=cc(=cc(=c21)o)o)c3=cc(=c(c(=c3)o)o)o)oc(=o)c4=cc(=c(c(=c4)o)o)o	65064
epinephrine bitartrate	chembl1256958	db00668	cnc[c@@h](c1=cc(=c(c=c1)o)o)o.c(c(c(=o)o)o)(c(=o)o)o	6852374
epirubicin	chembl417	db00445	c[c@h]1[c@@h]([c@h](c[c@@h](o1)o[c@h]2c[c@@](cc3=c(c4=c(c(=c23)o)c(=o)c5=c(c4=o)c=cc=c5oc)o)(c(=o)co)o)n)o	41867
epoetin alfa	chembl1201565	db00016	NA	NA
epoetin beta	chembl2109092	db00016	NA	NA
ergoloid mesylates	chembl2311030	db01049	ccc(c)[c@h]1c(=o)n2ccc[c@h]2[c@]3(n1c(=o)[c@](o3)(c(c)c)nc(=o)[c@@h]4c[c@h]5[c@@h](cc6=cnc7=cc=cc5=c67)n(c4)c)o.cc(c)c[c@h]1c(=o)n2ccc[c@h]2[c@]3(n1c(=o)[c@](o3)(c(c)c)nc(=o)[c@@h]4c[c@h]5[c@@h](cc6=cnc7=cc=cc5=c67)n(c4)c)o.cc(c)[c@h]1c(=o)n2ccc[c@h]2[c@]3(n1c(=o)[c@](o3)(c(c)c)nc(=o)[c@@h]4c[c@h]5[c@@h](cc6=cnc7=cc=cc5=c67)n(c4)c)o.cc(c)[c@@]1(c(=o)n2[c@h](c(=o)n3ccc[c@h]3[c@@]2(o1)o)cc4=cc=cc=c4)nc(=o)[c@@h]5c[c@h]6[c@@h](cc7=cnc8=cc=cc6=c78)n(c5)c.cs(=o)(=o)o.cs(=o)(=o)o.cs(=o)(=o)o.cs(=o)(=o)o	71717894
ergotamine tartrate	chembl2062265	db00696	c[c@@]1(c(=o)n2[c@h](c(=o)n3ccc[c@h]3[c@@]2(o1)o)cc4=cc=cc=c4)nc(=o)[c@h]5cn([c@@h]6cc7=cnc8=cc=cc(=c78)c6=c5)c.c(c(c(=o)o)o)(c(=o)o)o	16051995
eribaxaban	chembl476186	db06920	co[c@@h]1c[c@@h](n(c1)c(=o)nc2=cc=c(c=c2)cl)c(=o)nc3=c(c=c(c=c3)n4c=cc=cc4=o)f	11634458
erismodegib	chembl2105737	db09143	c[c@@h]1cn(c[c@@h](o1)c)c2=nc=c(c=c2)nc(=o)c3=cc=cc(=c3c)c4=cc=c(c=c4)oc(f)(f)f	24775005
erythromycin	chembl532	db00199	cc[c@@h]1[c@@]([c@@h]([c@h](c(=o)[c@@h](c[c@@]([c@@h]([c@h]([c@@h]([c@h](c(=o)o1)c)o[c@h]2c[c@@]([c@h]([c@@h](o2)c)o)(c)oc)c)o[c@h]3[c@@h]([c@h](c[c@h](o3)c)n(c)c)o)(c)o)c)c)o)(c)o	12560
esketamine	chembl395091	db11823	cn[c@@]1(ccccc1=o)c2=cc=cc=c2cl	182137
esketamine hydrochloride	chembl2364609	db11823	cn[c@@]1(ccccc1=o)c2=cc=cc=c2cl.cl	44632368
eslicarbazepine	chembl315985	NA	c1[c@@h](c2=cc=cc=c2n(c3=cc=cc=c31)c(=o)n)o	9881504
esmirtazapine maleate	chembl2107339	db06678	cn1ccn2[c@h](c1)c3=cc=cc=c3cc4=c2n=cc=c4.c(=c\c(=o)o)\c(=o)o	6451144
estradiol	chembl135	db00783	c[c@]12cc[c@h]3[c@h]([c@@h]1cc[c@@h]2o)ccc4=c3c=cc(=c4)o	5757
estradiol benzoate	chembl282575	NA	c[c@]12cc[c@h]3[c@h]([c@@h]1cc[c@@h]2o)ccc4=c3c=cc(=c4)oc(=o)c5=cc=cc=c5	222757
estrogens- conjugated	chembl1201649	db00286	NA	NA
estrone	chembl1405	db00655	c[c@]12cc[c@h]3[c@h]([c@@h]1ccc2=o)ccc4=c3c=cc(=c4)o	5870
etazolate	chembl356388	db05881	ccn1c2=nc=c(c(=c2c=n1)nn=c(c)c)c(=o)occ	3277
ethacrynic acid	chembl456	db00903	ccc(=c)c(=o)c1=c(c(=c(c=c1)occ(=o)o)cl)cl	3278
ether	chembl16264	NA	ccocc	3283
ethinyl estradiol	chembl691	db00977	c[c@]12cc[c@h]3[c@h]([c@@h]1cc[c@]2(c#c)o)ccc4=c3c=cc(=c4)o	5991
ethyl nitrosourea	chembl167667	NA	ccn(c(=o)n)n=o	12967
etidocaine hydrochloride	chembl1200597	db08987	cccn(cc)c(cc)c(=o)nc1=c(c=cc=c1c)c.cl	9796823
etidronic acid	chembl871	db01077	cc(o)(p(=o)(o)o)p(=o)(o)o	3305
etilevodopa	chembl1823681	NA	ccoc(=o)[c@h](cc1=cc(=c(c=c1)o)o)n	170345
etoposide	chembl44657	db00773	c[c@@h]1oc[c@@h]2[c@@h](o1)[c@@h]([c@h]([c@@h](o2)o[c@h]3[c@h]4coc(=o)[c@@h]4[c@@h](c5=cc6=c(c=c35)oco6)c7=cc(=c(c(=c7)oc)o)oc)o)o	36462
everolimus	chembl1908360	db01590	c[c@@h]1cc[c@h]2c[c@@h](/c(=c/c=c/c=c/[c@h](c[c@h](c(=o)[c@@h]([c@@h](/c(=c/[c@h](c(=o)c[c@h](oc(=o)[c@@h]3ccccn3c(=o)c(=o)[c@@]1(o2)o)[c@h](c)c[c@@h]4cc[c@h]([c@@h](c4)oc)occo)c)/c)o)oc)c)c)/c)oc	6442177
exemestane	chembl1200374	db00990	c[c@]12cc[c@h]3[c@h]([c@@h]1ccc2=o)cc(=c)c4=cc(=o)c=c[c@]34c	60198
ezogabine	chembl41355	db04953	ccoc(=o)nc1=c(c=c(c=c1)ncc2=cc=c(c=c2)f)n	121892
fadrozole	chembl9298	NA	c1cc(n2c=nc=c2c1)c3=cc=c(c=c3)c#n	59693
famitinib	chembl3545026	db11741	NA	16662431
famotidine	chembl902	db00927	c1=c(n=c(s1)n=c(n)n)cscc/c(=n/s(=o)(=o)n)/n	5353622
fasudil	chembl38380	db08162	c1cnccn(c1)s(=o)(=o)c2=cc=cc3=c2c=cn=c3	3547
fedratinib	chembl1287853	db12500	cc1=cn=c(n=c1nc2=cc(=cc=c2)s(=o)(=o)nc(c)(c)c)nc3=cc=c(c=c3)occn4cccc4	16722836
felbamate	chembl1094	db00949	c1=cc=c(c=c1)c(coc(=o)n)coc(=o)n	3331
fenofibrate	chembl672	db01039	cc(c)oc(=o)c(c)(c)oc1=cc=c(c=c1)c(=o)c2=cc=c(c=c2)cl	3339
fenretinide	chembl7301	db05076	cc1=c(c(ccc1)(c)c)/c=c/c(=c/c=c/c(=c/c(=o)nc2=cc=c(c=c2)o)/c)/c	5288209
fentanyl	chembl596	db00813	ccc(=o)n(c1ccn(cc1)ccc2=cc=cc=c2)c3=cc=cc=c3	3345
filgrastim	chembl1201567	db00099	NA	NA
finasteride	chembl710	db01216	c[c@]12cc[c@h]3[c@h]([c@@h]1cc[c@@h]2c(=o)nc(c)(c)c)cc[c@@h]4[c@@]3(c=cc(=o)n4)c	57363
fingolimod hydrochloride	chembl544665	db08868	ccccccccc1=cc=c(c=c1)ccc(co)(co)n.cl	107969
flavoxate hydrochloride	chembl1200875	db01148	cc1=c(oc2=c(c1=o)c=cc=c2c(=o)occn3ccccc3)c4=cc=cc=c4.cl	441345
flibanserin	chembl231068	db04908	c1cn(ccn1ccn2c3=cc=cc=c3nc2=o)c4=cc=cc(=c4)c(f)(f)f	6918248
flindokalner	chembl266510	NA	coc1=c(c=c(c=c1)cl)[c@]2(c3=c(c=c(c=c3)c(f)(f)f)nc2=o)f	214350
floxuridine	chembl917	db00322	c1[c@@h]([c@h](o[c@h]1n2c=c(c(=o)nc2=o)f)co)o	5790
fludarabine	chembl1568	db01073	c1=nc2=c(n1[c@h]3[c@h]([c@@h]([c@h](o3)co)o)o)n=c(n=c2n)f	657237
flunarizine	chembl30008	db04841	c1cn(ccn1c/c=c/c2=cc=cc=c2)c(c3=cc=c(c=c3)f)c4=cc=c(c=c4)f	941361
fluocinolone acetonide	chembl989	db00591	c[c@]12c[c@@h]([c@]3([c@h]([c@@h]1c[c@@h]4[c@]2(oc(o4)(c)c)c(=o)co)c[c@@h](c5=cc(=o)c=c[c@@]53c)f)f)o	6215
fluorouracil	chembl185	db00544	c1=c(c(=o)nc(=o)n1)f	3385
fluoxetine	chembl41	db00472	cnccc(c1=cc=cc=c1)oc2=cc=c(c=c2)c(f)(f)f	3386
fluphenazine	chembl726	db00623	c1cn(ccn1cccn2c3=cc=cc=c3sc4=c2c=c(c=c4)c(f)(f)f)cco	3372
flurazepam hydrochloride	chembl1200602	db00690	ccn(cc)ccn1c(=o)cn=c(c2=c1c=cc(=c2)cl)c3=cc=cc=c3f.cl	37368
flurbiprofen	chembl563	db00712	cc(c1=cc(=c(c=c1)c2=cc=cc=c2)f)c(=o)o	3394
fluspirilene	chembl46516	db04842	c1cn(ccc12c(=o)ncn2c3=cc=cc=c3)cccc(c4=cc=c(c=c4)f)c5=cc=c(c=c5)f	3396
flutamide	chembl806	db00499	cc(c)c(=o)nc1=cc(=c(c=c1)[n+](=o)[o-])c(f)(f)f	3397
fluticasone propionate	chembl1473	db00588	ccc(=o)o[c@@]1([c@@h](c[c@@h]2[c@@]1(c[c@@h]([c@]3([c@h]2c[c@@h](c4=cc(=o)c=c[c@@]43c)f)f)o)c)c)c(=o)scf	444036
folic acid	chembl1622	db00158	c1=cc(=cc=c1c(=o)n[c@@h](ccc(=o)o)c(=o)o)ncc2=cn=c3c(=n2)c(=o)n=c(n3)n	6037
foretinib	chembl1230609	db12307	coc1=cc2=c(c=cn=c2c=c1occcn3ccocc3)oc4=c(c=c(c=c4)nc(=o)c5(cc5)c(=o)nc6=cc=c(c=c6)f)f	42642645
fosbretabulin disodium	chembl289351	db12577	coc1=c(c=c(c=c1)/c=c\c2=cc(=c(c(=c2)oc)oc)oc)op(=o)([o-])[o-].[na+].[na+]	6918309
fosbretabulin tromethamine	chembl2105643	db12577	coc1=c(c=c(c=c1)/c=c\c2=cc(=c(c(=c2)oc)oc)oc)op(=o)(o)o.c(c(co)(co)n)o	10186184
fosphenytoin sodium	chembl919	db01320	c1=cc=c(c=c1)c2(c(=o)n(c(=o)n2)cop(=o)([o-])[o-])c3=cc=cc=c3.[na+].[na+]	56338
fulvestrant	chembl1358	db00947	c[c@]12cc[c@h]3[c@h]([c@@h]1cc[c@@h]2o)[c@@h](cc4=c3c=cc(=c4)o)cccccccccs(=o)cccc(c(f)(f)f)(f)f	104741
furosemide	chembl35	db00695	c1=coc(=c1)cnc2=cc(=c(c=c2c(=o)o)s(=o)(=o)n)cl	3440
gabapentin enacarbil	chembl1628502	db08872	cc(c)c(=o)oc(c)oc(=o)ncc1(ccccc1)cc(=o)o	9883933
gabazine	chembl32503	NA	coc1=cc=c(c=c1)c2=nn(c(=n)c=c2)cccc(=o)o	107896
gaboxadol	chembl312443	db06554	c1cncc2=c1c(=o)no2	3448
gadobenate dimeglumine	chembl1200571	NA	NA	6918204
gallamine triethiodide	chembl1200993	db00483	cc[n+](cc)(cc)ccoc1=c(c(=cc=c1)occ[n+](cc)(cc)cc)occ[n+](cc)(cc)cc.[i-].[i-].[i-]	6172
gallium nitrate	chembl1200983	db05260	NA	61635
ganciclovir	chembl182	db01004	c1=nc2=c(n1coc(co)co)nc(=nc2=o)n	3454
ganetespib	chembl2103879	db12047	cc(c)c1=c/c(=c\2/nnc(=o)n2c3=cc4=c(c=c3)n(c=c4)c)/c(=o)c=c1o	23624255
garlic	chembl2108463	db10532	NA	6850761
gedatolisib	chembl592445	db11896	cn(c)c1ccn(cc1)c(=o)c2=cc=c(c=c2)nc(=o)nc3=cc=c(c=c3)c4=nc(=nc(=n4)n5ccocc5)n6ccocc6	44516953
gefitinib	chembl939	db00317	coc1=c(c=c2c(=c1)n=cn=c2nc3=cc(=c(c=c3)f)cl)occcn4ccocc4	123631
geldanamycin	chembl278315	db02424	c[c@h]1c[c@@h]([c@@h]([c@h](/c=c(/[c@@h]([c@h](/c=c\c=c(\c(=o)nc2=cc(=o)c(=c(c1)c2=o)oc)/c)oc)oc(=o)n)\c)c)o)oc	5288382
gemcitabine hydrochloride	chembl1637	db00441	c1=cn(c(=o)n=c1n)[c@h]2c([c@@h]([c@h](o2)co)o)(f)f.cl	60749
gemfibrozil	chembl457	db01241	cc1=cc(=c(c=c1)c)occcc(c)(c)c(=o)o	3463
gentamicin	chembl329592	db00798	cc([c@@h]1cc[c@h]([c@h](o1)o[c@@h]2[c@h](c[c@h]([c@@h]([c@h]2o)o[c@@h]3[c@@h]([c@h]([c@@](co3)(c)o)nc)o)n)n)n)n.cc([c@@h]1cc[c@h]([c@h](o1)o[c@@h]2[c@h](c[c@h]([c@@h]([c@h]2o)o[c@@h]3[c@@h]([c@h]([c@@](co3)(c)o)nc)o)n)n)n)nc.c[c@@]1(co[c@@h]([c@@h]([c@h]1nc)o)o[c@h]2[c@@h](c[c@@h]([c@h]([c@@h]2o)o[c@@h]3[c@@h](cc[c@h](o3)cn)n)n)n)o	3467
ginkgo	chembl2108466	NA	NA	NA
glimepiride	chembl1481	db00222	ccc1=c(cn(c1=o)c(=o)nccc2=cc=c(c=c2)s(=o)(=o)nc(=o)nc3ccc(cc3)c)c	3476
glipizide	chembl1073	db01067	cc1=nc=c(n=c1)c(=o)nccc2=cc=c(c=c2)s(=o)(=o)nc(=o)nc3ccccc3	3478
glucagon	chembl266481	db00040	c[c@h]([c@@h](c(=o)n[c@@h](cc1=cc=cc=c1)c(=o)n[c@@h]([c@@h](c)o)c(=o)n[c@@h](co)c(=o)n[c@@h](cc(=o)o)c(=o)n[c@@h](cc2=cc=c(c=c2)o)c(=o)n[c@@h](co)c(=o)n[c@@h](ccccn)c(=o)n[c@@h](cc3=cc=c(c=c3)o)c(=o)n[c@@h](cc(c)c)c(=o)n[c@@h](cc(=o)o)c(=o)n[c@@h](co)c(=o)n[c@@h](cccn=c(n)n)c(=o)n[c@@h](cccn=c(n)n)c(=o)n[c@@h](c)c(=o)n[c@@h](ccc(=o)n)c(=o)n[c@@h](cc(=o)o)c(=o)n[c@@h](cc4=cc=cc=c4)c(=o)n[c@@h](c(c)c)c(=o)n[c@@h](ccc(=o)n)c(=o)n[c@@h](cc5=cnc6=cc=cc=c65)c(=o)n[c@@h](cc(c)c)c(=o)n[c@@h](ccsc)c(=o)n[c@@h](cc(=o)n)c(=o)n[c@@h]([c@@h](c)o)c(=o)o)nc(=o)cnc(=o)[c@h](ccc(=o)n)nc(=o)[c@h](co)nc(=o)[c@h](cc7=cnc=n7)n)o	44278361
glufosfamide	chembl2107143	NA	c(ccl)np(=o)(ncccl)o[c@h]1[c@@h]([c@h]([c@@h]([c@h](o1)co)o)o)o	123628
glutamine	chembl930	db00130	c(cc(=o)n)[c@@h](c(=o)o)n	5961
